lead_id,name,email,mobile,company,website,source,industry,followups,score,isConverted
L00424,Sabrina Smith,aosborn@example.net,6619998840,White-Lutz,https://www.alvarez-lyons.com/,LinkedIn,Retail,10,51,No
L00425,Jesse Schmitt DVM,burtoncory@example.com,3112681331,Craig-Moore,http://sanchez-morgan.com/,Website,Manufacturing,9,34,No
L00426,Michael Armstrong,owensabigail@example.net,6507416188,"Olsen, Sanchez and Johnson",http://lutz.com/,Referral,IT,4,95,Yes
L00427,Monique Hernandez,nwhite@example.net,7788655932,Butler LLC,http://www.chan.com/,Partner,Retail,6,24,Yes
L00428,Lori Porter,kathrynatkins@example.net,4693875425,Payne LLC,http://www.ramsey-gonzalez.net/,Event,Finance,3,84,Yes
L00429,Michelle Cooper,christinelevy@example.org,9111147573,"Gilmore, Gomez and Gallagher",http://www.le-foley.com/,Referral,Manufacturing,8,43,No
L00430,Nicole Ford,joseph89@example.com,9680489063,Cannon-Weeks,https://www.johnston-butler.com/,Partner,Education,10,88,Yes
L00431,Amber Scott,donna93@example.net,6353329944,Cardenas Inc,http://www.brown.biz/,Email Campaign,Finance,8,46,No
L00432,Dr. Jeffrey Grimes,kim24@example.net,6894885393,Skinner Inc,https://www.fuller.com/,Referral,IT,0,80,Yes
L00433,Christine Thornton,hector74@example.com,1318775238,"Clark, Lynch and Mason",http://brown.biz/,Email Campaign,Finance,3,72,No
L00434,Sonya Burke,jeannealexander@example.net,4677971162,Morgan-Simon,http://www.hale.com/,Partner,IT,6,60,Yes
L00435,Stacie Todd MD,april13@example.net,8555052912,Gibson-Hall,http://lopez.com/,Partner,IT,0,64,Yes
L00436,Richard Rogers,thomasharmon@example.net,6729243199,"Pacheco, Dixon and Lopez",https://rodriguez-harper.org/,Event,Healthcare,6,33,No
L00437,David Odonnell,michael05@example.org,4956995257,Dixon LLC,https://powell.com/,LinkedIn,Education,2,29,No
L00438,Brandon Wilcox,emilyryan@example.org,0172248741,Lee Group,http://www.johnson-fox.com/,LinkedIn,Finance,10,33,Yes
L00439,Patricia Bartlett,gfields@example.com,8168514421,Foster-Lutz,http://www.herrera.biz/,Cold Call,Finance,0,87,No
L00440,Jeremy Washington,jimenezdonna@example.com,1712826818,Salazar PLC,https://hensley.com/,Referral,Finance,5,71,Yes
L00441,William Ellis,daniellemorris@example.org,2855924616,Santos Inc,https://gardner-garcia.info/,Cold Call,IT,6,51,No
L00442,Monica Austin,millerroger@example.com,2596929796,Young Inc,http://www.ware.net/,Referral,Finance,0,39,No
L00443,Carrie Smith,xjennings@example.net,3562660381,"Francis, Carter and Lee",http://www.tate.biz/,Event,Retail,8,85,Yes
L00444,Rebecca Maxwell,johnrodriguez@example.net,8080671556,"Turner, Evans and Evans",http://www.lane.com/,Partner,Education,2,26,No
L00445,Robert Torres,atkinsrobert@example.net,7528166020,"Wilkerson, Padilla and Knox",https://www.white-hess.info/,Website,Manufacturing,2,28,No
L00446,Mitchell Wolfe,daniellejones@example.org,3548119621,Cook Group,https://www.brewer.com/,Cold Call,Retail,8,23,No
L00447,Jordan Peterson,atkinsonsteven@example.org,9521613634,"Jones, Garner and Hanson",https://lang.com/,Referral,IT,0,26,No
L00448,Mrs. Kristi Sandoval,brownryan@example.org,8835014938,Ibarra PLC,http://lucas-perez.com/,LinkedIn,Manufacturing,6,85,Yes
L00449,Mark Johnson,ysuarez@example.net,6072552939,Glover-Manning,http://adams.com/,Partner,Retail,0,29,No
L00450,Manuel Cline,tim31@example.org,8294060503,Martinez and Sons,https://roberts-davis.com/,LinkedIn,Healthcare,8,69,Yes
L00451,John Davis,brettroberts@example.com,5122927626,Williams-Barnes,https://fields.com/,Cold Call,Retail,10,91,Yes
L00452,Kelly Hurst,nelsonnicole@example.net,6417676647,Reyes LLC,http://adkins-ball.biz/,Email Campaign,IT,7,24,No
L00453,Kenneth Collins,ssimmons@example.com,1257186075,Stephens-Duffy,http://www.berg.com/,Event,Education,7,57,No
L00454,Diana Hernandez,vvaughn@example.org,7994172352,Walker-Ware,http://www.morgan.com/,Cold Call,IT,7,52,No
L00455,Robert Barton,faulknerrobert@example.org,7322060490,Jacobs-Villarreal,http://www.paul-davis.com/,Event,Education,1,79,No
L00456,Jeffery Kim,ygreen@example.net,3924241257,"Kennedy, Schultz and Aguilar",https://www.lyons-lee.com/,Referral,Healthcare,1,70,No
L00457,Deborah Duran,robertmoss@example.com,6938489385,"Martinez, Richardson and King",http://www.webb.com/,Email Campaign,IT,0,52,No
L00458,Carlos Roberts,ramosjoann@example.net,7088844546,Norman Group,http://www.carey.info/,Email Campaign,Finance,5,31,Yes
L00459,Gregory Morales,dawn31@example.org,5792182214,Chan-Smith,http://www.boyd-grant.com/,LinkedIn,Manufacturing,1,63,Yes
L00460,James Clarke,christina32@example.org,2934543663,"Hunt, Adams and Brown",http://munoz.com/,LinkedIn,IT,5,26,No
L00461,Cynthia Hanna,alexandra10@example.org,6239129033,Li and Sons,https://summers.biz/,Partner,Healthcare,3,64,Yes
L00462,Jason Clark,benjamin91@example.net,1899364212,Jackson-Flores,https://www.hopkins-rivas.com/,Cold Call,Manufacturing,0,34,No
L00463,Donna Park,thomas04@example.org,0010214803,Robinson Group,http://www.wilkins.org/,Event,Retail,7,21,No
L00464,Kristen Smith,xrussell@example.org,9295049831,"Fox, Blackburn and Haley",http://www.watson.info/,Event,Manufacturing,0,71,No
L00465,Carlos Landry,ogarcia@example.net,7688176943,Grimes-Reilly,http://www.pierce.info/,Event,Finance,5,22,No
L00466,Tiffany Sparks,fosterandrea@example.org,2517803133,"Underwood, Orr and Wong",http://www.cook.com/,Website,Healthcare,5,95,Yes
L00467,Casey Hinton,morrisdiane@example.net,2160619107,Logan and Sons,http://www.frazier.com/,Email Campaign,Manufacturing,8,55,No
L00468,Shannon Miller,pamelahughes@example.com,8537410860,Mendez LLC,https://www.harris.com/,Cold Call,Manufacturing,6,91,Yes
L00469,Jacob Rivera,derekporter@example.net,2360119309,"Harris, Norris and Rivers",http://murphy.com/,Email Campaign,Retail,2,37,No
L00470,Steven James,lauraevans@example.net,6147728259,"Sutton, Perez and Thomas",https://johnson.com/,Event,Manufacturing,7,30,No
L00471,Jennifer Watts,breed@example.org,3111787076,Bennett PLC,http://www.lynch.com/,Website,Healthcare,7,78,No
L00472,William Hood,rachel83@example.com,9072723018,Rowland LLC,http://www.trujillo.info/,Referral,Finance,3,92,Yes
L00473,Thomas Monroe,victoriabailey@example.net,2255550172,"Villa, Ritter and Dominguez",https://odonnell.com/,Event,Education,2,41,No
L00474,Mr. Bradley Greer,david67@example.net,3702759606,Nguyen PLC,https://www.roberts-anthony.net/,Website,IT,3,78,No
L00475,Christine Griffith,fitzgeralddeanna@example.net,3821441369,Price Ltd,https://johnson.org/,LinkedIn,Education,6,48,No
L00476,Kevin Yang,austinamy@example.com,6638746257,Anderson-Hill,https://www.braun.com/,Cold Call,Healthcare,5,95,Yes
L00477,Anita Wilson,robin01@example.com,2809220299,Cain Group,https://www.king.com/,Event,Education,5,91,Yes
L00478,Angel Parker,patricia79@example.com,5296086362,Miller PLC,http://www.huerta.com/,Event,IT,1,60,No
L00479,Joseph Chang,thomasfernando@example.net,8901611327,Costa-Bass,http://www.king.com/,Cold Call,Manufacturing,3,82,No
L00480,James Patrick,james55@example.org,1332701119,"Johnson, Wade and Matthews",http://www.kelly-mitchell.com/,LinkedIn,Education,2,92,Yes
L00481,Laura Reed,trich@example.com,0912777756,Chen Inc,http://www.young-hill.com/,Cold Call,Retail,2,20,No
L00482,Jasmine Owens,hhenderson@example.net,1727776490,Powers-Park,http://henderson.info/,Referral,Education,0,26,No
L00483,Bryan Morgan,charlottegarcia@example.net,3713334248,"Casey, Goodman and Moody",http://rhodes.com/,Email Campaign,IT,1,24,No
L00484,Dawn Frazier,pgordon@example.net,8182797961,Singleton-Wells,http://norman.com/,Event,Retail,1,75,No
L00485,William Massey DDS,gatescaroline@example.net,1467793454,"Torres, Patterson and Horn",https://www.jackson-williams.net/,Email Campaign,Healthcare,9,67,Yes
L00486,Debra Whitehead,sharontucker@example.net,9177204180,Melton-Cook,https://barnes.com/,Website,Manufacturing,3,23,No
L00487,Cathy Walsh,yzimmerman@example.com,8413352191,Johnson Inc,https://morris-gibson.com/,Cold Call,Healthcare,8,93,Yes
L00488,Michelle Farmer,lnavarro@example.net,7822425512,Kelly-Hayes,https://powers.com/,Website,Manufacturing,1,76,No
L00489,Donna Robinson,psullivan@example.net,6588509928,Frank Group,https://kaiser.net/,Email Campaign,IT,5,21,No
L00490,Karen Prince,kmadden@example.net,0713947475,"Meyer, Bradford and Christian",http://www.scott.com/,Email Campaign,IT,9,53,No
L00491,Tony Armstrong,christine05@example.org,7535888632,"Martinez, Jones and Weaver",http://www.trujillo-diaz.com/,Website,Finance,8,57,No
L00492,Sierra Brooks,matthew20@example.com,8432400282,"Wagner, Bryant and Thompson",http://www.brooks.org/,Cold Call,Retail,1,41,No
L00493,Kari Watson,joshua06@example.org,3211947795,Harris Ltd,http://www.ward.com/,LinkedIn,Healthcare,8,63,Yes
L00494,Phillip Davidson,tylernguyen@example.org,8414701417,Riddle-Abbott,https://torres.org/,Cold Call,Retail,4,86,Yes
L00495,Michelle Shaw,imorales@example.com,9267264172,"Shaw, Berry and Mann",https://bradley.com/,Website,Education,10,71,Yes
L00496,Jamie Chapman,carrtheresa@example.com,3708671679,Gordon PLC,http://barton-roberts.org/,Event,Finance,2,45,No
L00497,Dustin Brewer,jennifer56@example.net,1080406598,Jennings-Lee,https://williams-hill.com/,Partner,Finance,7,67,Yes
L00498,Amy Harris,katielopez@example.com,6057499195,"Potts, Mason and Moore",https://www.white.com/,Event,Healthcare,5,83,Yes
L00499,Zachary Baker,ncook@example.net,7078505375,Ramos-Kelly,https://www.hardy-moore.com/,Event,Healthcare,3,84,Yes
L00500,Michelle Hull,gonzalezsharon@example.com,9741399425,"Alvarez, Mahoney and Torres",http://mccoy.info/,LinkedIn,Education,3,73,No
L00501,Steven Sparks,lisafrench@example.org,3965787954,"Friedman, Huerta and Davis",http://www.yang.com/,LinkedIn,Healthcare,8,54,No
L00502,Lisa Pugh,clarkcharles@example.com,3548839726,Benson PLC,https://pena.com/,Website,Retail,2,23,No
L00503,Darlene Sandoval,coreywalker@example.com,4507956123,"King, Morris and Gutierrez",https://www.page-hawkins.com/,Cold Call,Manufacturing,7,82,Yes
L00504,Mrs. Laura Morgan,drivera@example.com,9495243192,Burch LLC,https://www.duran-dean.com/,Website,Retail,7,67,Yes
L00505,Abigail Green,janetrobles@example.com,6125976348,Jackson-Morales,https://www.jones.org/,Email Campaign,Manufacturing,8,74,Yes
L00506,James Reyes,andersonpaige@example.com,5826191795,Bryant-Hernandez,http://www.reed.com/,Website,Manufacturing,3,44,No
L00507,James Fields,diane93@example.com,6890205248,"Mason, Davis and Atkinson",https://www.carson.com/,Partner,Education,6,67,Yes
L00508,Anthony Perry,fjohnson@example.org,2234067096,Smith-Ruiz,http://www.burke-fowler.biz/,Email Campaign,Finance,10,95,Yes
L00509,Deborah Smith,tracyparker@example.com,0822872447,Baker-Olson,https://hardin-reed.com/,Email Campaign,Retail,6,72,Yes
L00510,Jordan Jordan,samuelhampton@example.net,3215960020,"Davila, Wells and Krause",https://www.wheeler-johnson.com/,Partner,Education,0,47,No
L00511,Tracy Fischer,brandi86@example.net,2094680965,Simon and Sons,http://mclaughlin.com/,Referral,Retail,2,37,No
L00512,Laura Arnold,acarter@example.org,1656607470,Fritz Ltd,http://www.humphrey-pham.com/,Cold Call,Education,1,30,No
L00513,Brandon White,andrew42@example.org,7164962098,"Hansen, Mcdaniel and Duffy",https://www.anderson-davis.com/,Email Campaign,Manufacturing,1,31,No
L00514,Gavin Lewis,kortega@example.net,1972181973,May Group,https://www.cunningham-gross.org/,Partner,Education,4,91,Yes
L00515,Carla Sosa,russell02@example.org,2158016115,"Crosby, Campbell and Sanchez",https://www.rivas.com/,Website,Manufacturing,4,48,No
L00516,Brian Cobb,zburns@example.org,2783185179,Sherman-Davis,http://adams.com/,Email Campaign,Retail,1,45,No
L00517,Peter Stuart,jonestiffany@example.org,8110854002,Phillips-Price,https://chaney-ryan.biz/,Partner,Education,9,64,Yes
L00518,Shawn Phelps,michellesolomon@example.org,5297358852,Nguyen-Kelley,https://crawford-williams.biz/,Referral,Retail,0,89,Yes
L00519,Ray Moore,david12@example.org,0923078261,Watson Group,https://pittman.biz/,Cold Call,Healthcare,5,24,No
L00520,Renee Walker,ian10@example.org,5046758003,Gordon-Juarez,http://www.hurley-flores.info/,Website,Manufacturing,0,31,No
L00521,Melissa Fisher,raymondsims@example.com,4878553732,Friedman-Garcia,https://mitchell-bender.com/,Partner,Retail,0,76,Yes
L00522,Jane Garcia,john98@example.net,2999257198,"Estrada, West and Gonzalez",http://www.ayala.com/,Partner,Healthcare,1,59,No
L00523,Betty Allen,brianknox@example.org,7832909298,"Cruz, White and Davis",https://fuller.biz/,Referral,Healthcare,8,33,No
L00524,Michael Green,timothyhouston@example.com,9589420397,Knight-Davis,http://www.wood.biz/,Event,Finance,8,66,Yes
L00525,Charles Wells,andrew79@example.com,9316074215,Hernandez-Kaiser,http://www.morales.com/,Partner,Education,0,65,Yes
L00526,Alexander Sullivan,patrick67@example.com,4406472162,Bell Inc,http://freeman.com/,LinkedIn,Healthcare,6,80,Yes
L00527,Lauren Russell,benjaminsalinas@example.org,2567377665,Adams PLC,http://shepard.com/,Email Campaign,Manufacturing,1,28,No
L00528,Maria Stevens,jscott@example.com,7820231860,Brennan LLC,http://pace.biz/,Website,Retail,5,64,Yes
L00529,Tammy White,monica46@example.org,9368487299,"Larsen, Edwards and Vasquez",http://jones.com/,Event,Retail,9,71,No
L00530,Michael Gilbert,jason09@example.org,5140193685,Morales PLC,https://www.watson-romero.com/,Event,Finance,5,21,No
L00531,Amanda Cole,amandabaker@example.org,9914561262,"Goodwin, Walters and Johnson",http://thomas.org/,Email Campaign,Healthcare,10,37,No
L00532,Christine Palmer,collinsjames@example.org,2169947000,Evans and Sons,https://thornton.com/,Partner,Retail,4,25,No
L00533,Alicia Johnson,garciaanna@example.net,0855586780,Turner-Middleton,http://mitchell-gonzales.com/,Partner,IT,7,34,Yes
L00534,Bryan Thomas,paulandrews@example.com,3484048915,Goodwin Inc,https://wright-wilson.com/,LinkedIn,Education,7,85,Yes
L00535,Drew Moore,xpadilla@example.net,9306648135,Obrien PLC,https://www.walter-torres.org/,LinkedIn,Education,5,37,No
L00536,Jason Herman,bbuckley@example.com,0407632840,"Irwin, Cooper and Roberts",https://elliott-dawson.com/,Referral,Retail,6,60,Yes
L00537,Michelle Murphy,jordanana@example.com,8838019854,Hodge-Smith,https://www.hunt.com/,Event,Retail,5,79,No
L00538,Taylor Beasley,keith89@example.org,4136634672,"Thornton, Obrien and Yates",http://www.benton.com/,Cold Call,Education,10,46,No
L00539,Kathy Barrett,diane86@example.com,2210193671,Waters PLC,http://smith.com/,Cold Call,Retail,6,65,Yes
L00540,Carrie Clark,jeffrey29@example.net,4212940663,Harris Ltd,http://www.brown.biz/,LinkedIn,Retail,3,92,Yes
L00541,Tammy Allen,marthastewart@example.org,8098775126,Simmons Inc,http://www.suarez.net/,Cold Call,IT,3,81,Yes
L00542,Lauren Manning,gibbschristopher@example.com,2637373319,Moss-Peters,https://www.singleton.com/,Event,Healthcare,2,67,No
L00543,Kaylee Cooke,stephanie62@example.org,8637505770,"Moore, Rodriguez and Carter",http://www.johnson.org/,Partner,IT,2,32,No
L00544,Audrey Contreras,taradavis@example.net,9607220278,Norton Ltd,https://www.johnson.com/,Email Campaign,Retail,4,87,Yes
L00545,Christopher Martin,sherryspence@example.org,9976262778,"Hudson, Robinson and Davis",https://olson.org/,Email Campaign,Retail,4,63,Yes
L00546,James Melton,spencerfuller@example.org,9376799193,"Hebert, Vaughan and Fowler",http://www.eaton-howard.com/,Referral,IT,10,72,Yes
L00547,Alison Shepherd,samantha07@example.com,7607292680,"Li, Chambers and Horne",http://turner.org/,Website,Finance,5,93,Yes
L00548,Meghan Trevino,ashleyjames@example.com,7498509820,"Cook, Figueroa and Berry",http://reese-berry.com/,Referral,IT,7,52,No
L00549,Ms. Karen Romero,brian70@example.org,0358127955,Greer-Erickson,https://www.murphy.net/,Event,Retail,6,36,No
L00550,Harold Jackson,mortonkeith@example.net,2666238952,Moore-Bowman,https://www.norman.com/,Event,IT,10,27,No
L00551,Lisa Shaw,christopher40@example.org,6681902732,"Williams, Garza and Reynolds",http://www.carter.org/,Referral,IT,0,49,No
L00552,Laura Bishop,michaeljacobs@example.com,8599060389,Jackson Inc,https://www.fernandez.com/,Email Campaign,Retail,7,35,No
L00553,Erika Mclaughlin,richardmorrow@example.com,5900107677,"Watts, Moore and Dodson",https://www.reynolds.net/,Event,Education,4,94,Yes
L00554,Mary Lewis,gfrank@example.com,4669066513,Kennedy Inc,http://calhoun.com/,LinkedIn,Education,3,69,Yes
L00555,Amber Kemp,davischristy@example.net,8532998075,Jones Inc,http://hall-zimmerman.net/,LinkedIn,Retail,2,89,Yes
L00556,Diane Turner,donald46@example.com,9225843414,Reilly-Hoffman,https://castillo-navarro.com/,Cold Call,Education,5,43,No
L00557,Ricky Lane,ybailey@example.net,8947903652,"Petty, Vasquez and Martinez",http://www.meyer.com/,LinkedIn,Manufacturing,5,39,Yes
L00558,Daniel Walker,sara33@example.org,9104509046,Harris-Myers,http://www.vasquez.info/,Partner,Healthcare,8,83,Yes
L00559,Matthew Moreno,lrush@example.org,3608212929,Yates Inc,http://morales.com/,Referral,IT,3,36,Yes
L00560,Jodi Wallace,lgriffin@example.org,2544787645,"Clark, Perez and Oliver",http://miller-hester.com/,Email Campaign,Finance,10,56,No
L00561,Tonya Davis,bryanrobin@example.org,8084481638,"Diaz, Morgan and Moreno",http://www.kirk.biz/,Email Campaign,Finance,10,88,Yes
L00562,Holly Lee,nlevine@example.net,6591266800,Leon-Cherry,https://www.kennedy.org/,Website,Education,8,22,No
L00563,Nicholas Thomas,robert87@example.org,4447809911,Franklin-Davis,http://bartlett-warren.com/,Partner,Finance,8,50,Yes
L00564,Jennifer Tucker,lauriemiller@example.org,6944323010,"Campos, Brown and Perez",http://www.griffin.net/,Referral,Manufacturing,9,51,Yes
L00565,Alyssa Stevenson,melissaferrell@example.net,9371198484,"Anderson, Thomas and Humphrey",http://kennedy.com/,Event,Retail,9,93,Yes
L00566,Monica Rodriguez,robert23@example.com,1176521088,Myers Inc,http://sanchez.org/,Cold Call,Healthcare,0,93,No
L00567,Martin Harding,nholland@example.com,6380945217,"Williams, Woods and Michael",http://www.mclean-garcia.net/,Website,IT,10,47,No
L00568,Kim Perez,keithgarcia@example.net,3542064252,"Brown, Morales and Smith",https://sampson-rivera.info/,Email Campaign,IT,7,26,No
L00569,Cassandra Perez,jhansen@example.net,0467900553,"Randall, Guerrero and Avila",https://www.gamble.com/,LinkedIn,IT,0,75,No
L00570,Katie Baker,ryanthompson@example.net,7615983299,"Smith, Jones and Ochoa",http://perry.com/,LinkedIn,Finance,3,31,No
L00571,Joseph Lee,jwilcox@example.org,9009347009,"Thompson, Montoya and Fernandez",https://www.bell.net/,Cold Call,IT,5,47,No
L00572,Shelby Martin,wrobles@example.net,7717080324,Dickerson-James,https://www.daniels.com/,LinkedIn,Education,3,83,Yes
L00573,Laura Moore,ktucker@example.org,7938934670,Rice-Carter,http://bradley.org/,Partner,Manufacturing,5,93,Yes
L00574,Austin Lindsey,fhughes@example.org,0190893346,"Hall, Williams and Olson",http://holt-andrews.com/,Website,Healthcare,3,32,No
L00575,Christine Briggs,johnsullivan@example.org,1277024449,Anderson LLC,https://lee-hamilton.org/,LinkedIn,Healthcare,7,69,Yes
L00576,Brian Gray,laurenjones@example.com,2253198691,Whitaker-Small,http://www.morgan-berry.com/,Website,Healthcare,10,90,Yes
L00577,Heather Hart,pellis@example.org,8740998921,Young and Sons,http://www.king.biz/,Referral,Education,9,77,Yes
L00578,Dr. Robert Sanchez,amy16@example.net,4307686419,"Oneal, Duncan and Jones",http://www.dixon.com/,Referral,Retail,8,76,Yes
L00579,Paul Sawyer,dixonjames@example.org,9497084969,"Alvarado, Douglas and Brooks",https://wagner-lewis.com/,Partner,IT,10,63,Yes
L00580,Stephen Blankenship,rsmith@example.org,4786107922,Thomas PLC,http://www.burns.org/,Cold Call,Retail,2,21,No
L00581,Thomas Benton,dwilliams@example.com,0711537118,Baker Ltd,https://pittman.com/,LinkedIn,Finance,10,72,Yes
L00582,Ryan Wilson,ldelgado@example.com,6462289762,Carter-Castillo,https://castro.info/,Website,Education,10,24,No
L00583,Andrew Edwards,hilljohnny@example.net,3204029625,Richardson Inc,http://thomas-wright.com/,Website,Education,0,80,No
L00584,Audrey Hamilton,wadeshawn@example.net,6537555341,Goodman and Sons,http://coleman.biz/,Event,IT,10,48,No
L00585,Karen Franco,catherinesilva@example.org,4015713445,"Baker, Gonzalez and Thomas",https://www.strickland-flowers.org/,Cold Call,Manufacturing,4,47,No
L00586,Susan Woods,coxkenneth@example.org,8216889609,Valdez Ltd,https://conrad-beck.biz/,Cold Call,Finance,2,93,Yes
L00587,Heather Stevenson,zmorris@example.com,7330621443,"Burke, Costa and Reeves",http://ortiz-haney.com/,Email Campaign,Manufacturing,6,60,Yes
L00588,Christina Lopez,meredith72@example.com,5386496719,"Lee, Davis and Travis",https://www.chavez.com/,Event,Retail,2,94,Yes
L00589,Autumn Harris,rwagner@example.net,3373026634,Parks-Gray,http://fritz-cummings.com/,Website,Manufacturing,2,45,No
L00590,James Larson,cliffordjohnson@example.net,7606851056,Fischer-Rodriguez,https://taylor.com/,Email Campaign,Healthcare,0,45,No
L00591,Robert Bird,dudleysarah@example.com,3101965321,Jefferson Ltd,https://www.perry.org/,Partner,Finance,5,65,Yes
L00592,Robert Alexander,fwade@example.net,5313146227,Long Group,http://lee-miller.net/,Partner,Retail,7,68,Yes
L00593,Shannon Pacheco,taylorrivera@example.com,1917247870,Jackson-Reid,https://www.shannon.info/,Partner,Retail,3,67,Yes
L00594,Jessica Mendoza,julie63@example.net,0084934675,Brady-Sosa,https://www.martin.com/,Partner,Manufacturing,0,26,No
L00595,Sierra Arellano,stephen82@example.com,3571699292,Bell-Christensen,https://clark-costa.com/,LinkedIn,Manufacturing,3,93,Yes
L00596,Nathan Morrow,reynoldsryan@example.com,7108245263,Thompson-Goodwin,http://www.johnson-harvey.com/,LinkedIn,Retail,10,21,No
L00597,Amanda Turner,amanda71@example.org,7845281429,Baker-Drake,https://bullock.com/,LinkedIn,Manufacturing,0,89,Yes
L00598,Lauren Snyder,morrismarcus@example.com,6757514384,Hickman-Clark,https://www.hurley.biz/,Referral,Retail,6,60,Yes
L00599,Cynthia Byrd,hmccoy@example.org,8363818791,Alexander PLC,https://lamb-hill.info/,Website,Healthcare,5,34,No
L00600,Thomas Davis,xsullivan@example.net,1664249399,"Fischer, Johnson and Collins",http://holmes-jones.com/,LinkedIn,Manufacturing,1,50,No
L00601,Micheal Jackson DDS,darryl62@example.net,7960652477,"King, Powell and Johnson",http://george-davies.org/,Referral,Manufacturing,3,54,No
L00602,April Ford,shelley36@example.com,6010820035,Knight LLC,http://www.arnold-sherman.com/,Email Campaign,Education,7,25,No
L00603,Joseph Juarez,lindsayhaas@example.org,9748519440,"Kelley, Ayala and Wallace",http://www.burton-harrison.com/,Cold Call,Manufacturing,5,23,No
L00604,Mike Vazquez,wallstephen@example.org,0039424810,Baker-Johnson,https://www.long.biz/,LinkedIn,IT,10,55,No
L00605,Michelle Molina,angela40@example.com,0639798771,Wu-Walton,https://fields.com/,Event,Finance,0,70,No
L00606,Christopher Bates,wdominguez@example.com,8796566277,Hernandez-Brown,https://peters.com/,LinkedIn,Manufacturing,8,71,Yes
L00607,Katelyn Wade,charles09@example.org,2135101925,Johnson Ltd,https://williams-cortez.com/,Website,Education,1,55,No
L00608,Julie Carrillo,david60@example.org,3600778082,Adams PLC,https://torres-rhodes.com/,Partner,IT,4,62,Yes
L00609,Kerri Cohen,lgregory@example.net,7923067560,"Murphy, Lee and Allen",https://collins.com/,Referral,Healthcare,9,66,Yes
L00610,Kimberly Johnson,croberts@example.org,7296740951,Cox Inc,http://sullivan.info/,Event,Finance,6,46,No
L00611,Mr. Arthur Wilson,eric29@example.com,2629398583,Barker PLC,https://www.may-carter.net/,Referral,Healthcare,0,51,No
L00612,Walter Collins,xdominguez@example.org,1050151038,"Mccoy, Roberts and Cruz",http://morrison.com/,Referral,Finance,6,83,Yes
L00613,Jasmine Hayden,msullivan@example.net,3678950067,"Davis, Gonzales and Hill",https://brooks.com/,Event,Manufacturing,0,72,No
L00614,Bryan Ray,chanjustin@example.com,5330465795,Brown Ltd,https://www.gomez-carter.com/,Event,Finance,4,27,No
L00615,Miss Michelle Garza MD,carterholly@example.net,1519161176,"Keller, Thomas and Ramos",http://www.elliott-brandt.info/,LinkedIn,Retail,9,90,Yes
L00616,Victoria Rios,uhubbard@example.net,5118423989,Martin LLC,http://www.donovan.org/,LinkedIn,IT,3,77,Yes
L00617,Stacey Bell,christophersmith@example.org,8545523956,"Simmons, Robinson and Morgan",http://www.camacho-davis.com/,Event,Education,3,68,Yes
L00618,Kevin Ellison,perezscott@example.com,1644951848,Jones-Dixon,https://www.medina-villarreal.net/,Partner,Finance,10,42,No
L00619,Susan Sanchez,linjessica@example.net,1327832708,Paul-Perez,http://oneill.com/,Event,Retail,8,76,Yes
L00620,Jake Quinn,richard29@example.com,9803698498,"Morgan, Hernandez and Young",https://www.brown.com/,Event,Education,10,46,No
L00621,Karen Bates,munozroy@example.net,5061045500,"Perez, Brown and Peterson",https://murray-bauer.com/,Event,Manufacturing,1,59,No
L00622,Matthew Hodges,carterkenneth@example.org,3502905057,Garcia-Cummings,http://www.flynn.com/,Cold Call,Manufacturing,6,81,Yes
L00623,Diane Atkinson,rachelcarlson@example.org,7654413725,Williams LLC,https://www.gomez-west.org/,Email Campaign,Education,2,87,No
L00624,Michael Martinez,stewartkelly@example.org,8023817726,Hinton and Sons,https://www.page-romero.com/,Referral,IT,10,67,Yes
L00625,Louis Murphy,glane@example.com,1991470722,Graham-Lara,http://warren-gross.com/,LinkedIn,Retail,7,55,No
L00626,Lauren Cruz,luis45@example.org,8290157198,Myers-Parker,https://rice.info/,LinkedIn,Manufacturing,1,32,No
L00627,Adam Robertson,danielelliott@example.net,9681387879,Moran-Brown,http://www.turner.com/,LinkedIn,Healthcare,3,74,Yes
L00628,Joseph Miller,troybenjamin@example.net,7227867757,Lewis Inc,http://www.moran.com/,LinkedIn,Healthcare,6,71,Yes
L00629,Jonathan Burns,ewinters@example.org,3066796868,Sutton-Sanders,http://barnes.com/,Cold Call,Finance,2,34,No
L00630,Janet Pineda,sbutler@example.org,8836232560,"Frederick, Walters and Buck",https://sanchez.com/,Event,Education,8,42,No
L00631,Tina Cruz,emily49@example.com,7850664117,Kelly-Bell,https://smith-smith.com/,Event,Retail,0,23,No
L00632,Raymond Johnson,glennmandy@example.net,4768073617,Greer-Smith,http://sullivan-robinson.biz/,Cold Call,IT,9,34,No
L00633,James Frazier,fcox@example.org,3666944733,Rodriguez-Chang,http://www.scott.com/,Website,Retail,3,24,No
L00634,Robert Harrington,michael59@example.com,1153854125,Mccormick-Griffith,https://www.weiss.com/,Cold Call,Finance,10,92,Yes
L00635,Dakota Kline,lisabrown@example.org,1466889683,"Scott, Garcia and Johnson",http://henderson.com/,Partner,IT,9,30,No
L00636,Johnathan Holland,frances88@example.com,7056206591,Buckley Group,https://www.torres.com/,LinkedIn,Manufacturing,1,77,No
L00637,Rebecca Hernandez,clucas@example.org,4766228702,Greene-Jimenez,https://www.schultz.com/,Partner,Manufacturing,0,80,Yes
